skill,level,type,question,option_a,option_b,option_c,option_d,correct_answer,explanation
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on scrolling.",,,,,onscroll,"onscroll='loadMore()' loads more content at bottom."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on mouse wheel.",,,,,onwheel,"onwheel='zoom(event)' zooms on wheel movement."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on copy.",,,,,oncopy,"oncopy='logCopy()' logs copy operations."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on cut.",,,,,oncut,"oncut='logCut()' logs cut operations."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on paste.",,,,,onpaste,"onpaste='sanitizePaste()' cleans pasted content."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on media abort.",,,,,onabort,"onabort='handleAbort()' handles media loading abort."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media can play.",,,,,oncanplay,"oncanplay='enablePlayButton()' enables play button."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media can play through.",,,,,oncanplaythrough,"oncanplaythrough='autoplayNext()' plays next when ready."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on cue change.",,,,,oncuechange,"oncuechange='updateSubtitle()' updates subtitle display."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on duration change.",,,,,ondurationchange,"ondurationchange='updateProgressBar()' updates duration."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media empties.",,,,,onemptied,"onemptied='showError()' shows error on media failure."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media ends.",,,,,onended,"onended='playNext()' plays next item in playlist."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when data loads.",,,,,onloadeddata,"onloadeddata='showFrame()' displays first frame."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when metadata loads.",,,,,onloadedmetadata,"onloadedmetadata='setupPlayer()' sets up player controls."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when loading starts.",,,,,onloadstart,"onloadstart='showLoading()' displays loading indicator."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on pause.",,,,,onpause,"onpause='updatePauseTime()' records pause time."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on play.",,,,,onplay,"onplay='startTimer()' starts playback timer."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when playing resumes.",,,,,onplaying,"onplaying='hideLoading()' hides loading indicator."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on loading progress.",,,,,onprogress,"onprogress='updateBuffer()' updates buffer display."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on rate change.",,,,,onratechange,"onratechange='updateSpeedDisplay()' shows playback speed."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when seeking completes.",,,,,onseeked,"onseeked='hideSeeking()' hides seeking indicator."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when seeking begins.",,,,,onseeking,"onseeking='showSeeking()' shows seeking indicator."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media stalls.",,,,,onstalled,"onstalled='showBuffering()' shows buffering message."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when loading suspends.",,,,,onsuspend,"onsuspend='pauseLoading()' pauses background loading."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on time update.",,,,,ontimeupdate,"ontimeupdate='updateTimeDisplay()' updates current time."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on volume change.",,,,,onvolumechange,"onvolumechange='updateVolumeIcon()' changes volume icon."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when media waits.",,,,,onwaiting,"onwaiting='showBuffering()' shows buffering indicator."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on animation end.",,,,,onanimationend,"onanimationend='removeElement()' removes element after animation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on animation iteration.",,,,,onanimationiteration,"onanimationiteration='countCycle()' counts animation cycles."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on animation start.",,,,,onanimationstart,"onanimationstart='logStart()' logs animation start."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on transition end.",,,,,ontransitionend,"ontransitionend='showNext()' shows next step after transition."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on touch cancel.",,,,,ontouchcancel,"ontouchcancel='resetTouch()' resets touch state."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on touch end.",,,,,ontouchend,"ontouchend='handleTap()' processes tap gesture."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on touch move.",,,,,ontouchmove,"ontouchmove='updatePosition()' updates element position."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on touch start.",,,,,ontouchstart,"ontouchstart='startDrag()' begins drag operation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on context menu.",,,,,oncontextmenu,"oncontextmenu='showCustomMenu()' shows custom context menu."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when menu shown.",,,,,onshow,"onshow='updateMenu()' updates menu before showing."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on details toggle.",,,,,ontoggle,"ontoggle='saveState()' saves expanded/collapsed state."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on dialog close.",,,,,onclose,"onclose='resetForm()' resets form when dialog closes."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on dialog cancel.",,,,,oncancel,"oncancel='logCancel()' logs dialog cancellation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on table sort.",,,,,onsort,"onsort='updateDisplay()' updates table after sorting."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script after printing.",,,,,onafterprint,"onafterprint='restoreScreen()' restores screen after print."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script before printing.",,,,,onbeforeprint,"onbeforeprint='prepareForPrint()' prepares page for print."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on hash change.",,,,,onhashchange,"onhashchange='loadSection()' loads content based on hash."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on message receive.",,,,,onmessage,"onmessage='handleMessage(event)' processes received message."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when going offline.",,,,,onoffline,"onoffline='showOfflineMessage()' notifies user of offline."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script when going online.",,,,,ononline,"ononline='syncData()' synchronizes data when back online."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on page hide.",,,,,onpagehide,"onpagehide='saveState()' saves state before page hide."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on page show.",,,,,onpageshow,"onpageshow='restoreState()' restores state on page show."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on history change.",,,,,onpopstate,"onpopstate='updateContent()' updates content on back/forward."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on storage change.",,,,,onstorage,"onstorage='syncTabs()' synchronizes data between tabs."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on undo.",,,,,onundo,"onundo='restorePrevious()' restores previous state."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on redo.",,,,,onredo,"onredo='restoreNext()' restores next state."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on language change.",,,,,onlanguagechange,"onlanguagechange='updateLanguage()' updates UI language."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on orientation change.",,,,,onorientationchange,"onorientationchange='adjustLayout()' adjusts for rotation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on device motion.",,,,,ondevicemotion,"ondevicemotion='updateTilt(event)' responds to device movement."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on device orientation.",,,,,ondeviceorientation,"ondeviceorientation='updateCompass(event)' updates compass."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on gamepad connect.",,,,,ongamepadconnected,"ongamepadconnected='setupGamepad()' sets up controller."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on gamepad disconnect.",,,,,ongamepaddisconnected,"ongamepaddisconnected='cleanupGamepad()' cleans up controller."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display connect.",,,,,onvrdisplayconnect,"onvrdisplayconnect='setupVR()' sets up VR experience."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display disconnect.",,,,,onvrdisplaydisconnect,"onvrdisplaydisconnect='cleanupVR()' cleans up VR."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR presentation change.",,,,,onvrdisplaypresentchange,"onvrdisplaypresentchange='toggleVR()' toggles VR mode."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display activate.",,,,,onvrdisplayactivate,"onvrdisplayactivate='startPresentation()' starts VR presentation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display deactivate.",,,,,onvrdisplaydeactivate,"onvrdisplaydeactivate='stopPresentation()' stops VR presentation."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display blur.",,,,,onvrdisplayblur,"onvrdisplayblur='pauseVR()' pauses VR experience."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on VR display focus.",,,,,onvrdisplayfocus,"onvrdisplayfocus='resumeVR()' resumes VR experience."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on pointer lock change.",,,,,onpointerlockchange,"onpointerlockchange='togglePointerLockUI()' updates UI."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on pointer lock error.",,,,,onpointerlockerror,"onpointerlockerror='showError()' shows pointer lock error."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on ready state change.",,,,,onreadystatechange,"onreadystatechange='checkReady()' checks document readiness."
HTML,BASIC,Fill in the Blank,"The ____ attribute runs script on visibility change.",,,,,onvisibilitychange,"onvisibilitychange='pauseIfHidden()' pauses if tab hidden."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies the relationship between current and linked document.",,,,,rel,"The rel attribute in <link> or <a> defines relationship like 'stylesheet' or 'nofollow'."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies the media type of linked resource.",,,,,type,"The type attribute in <link> or <script> specifies MIME type like 'text/css' or 'application/javascript'."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies the source URL of an external script.",,,,,src,"The src attribute in <script> points to the JavaScript file location."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies that a script should execute asynchronously.",,,,,async,"The async attribute in <script> allows parallel downloading without blocking page parsing."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies that script execution should be deferred.",,,,,defer,"The defer attribute in <script> delays execution until after HTML parsing."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute enables cross-origin requests for scripts.",,,,,crossorigin,"The crossorigin attribute in <script> manages CORS for external scripts."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute provides integrity checking for external resources.",,,,,integrity,"The integrity attribute in <script> or <link> verifies resource hasn't been tampered with using hash."
HTML,BASIC,Fill in the Blank,"The HTML ____ attribute specifies referrer policy for external resources.",,,,,referrerpolicy,"The referrerpolicy attribute controls what referrer information is sent with requests."
HTML,BASIC,Fill in the Blank,"The HTML ____ element contains metadata about the HTML document.",,,,,head,"The <head> element contains title, meta, link, and script elements."
HTML,BASIC,Fill in the Blank,"The HTML ____ element represents the root of an HTML document.",,,,,html,"The <html> element is the container for all other HTML elements."
